"","slugScore","slugTeamLeading","idGame","numberEvent","numberEventMessageType","numberEventActionType","numberPeriod","timeStringWC","timeQuarter","descriptionPlayHome","descriptionPlayVisitor","minuteGame","timeRemaining","minuteRemainingQuarter","secondsRemainingQuarter","scoreHome","scoreAway","marginScore"
"162",NA,"Home",21700002,243,8,0,2,"11:51 PM","7:07",NA,"SUB: Tucker FOR Gordon",16.8833333333333,31.1166666666667,7,7,NA,NA,NA
"163",NA,"Home",21700002,244,8,0,2,"11:51 PM","7:07",NA,"SUB: Anderson FOR Mbah a Moute",16.8833333333333,31.1166666666667,7,7,NA,NA,NA
"164",NA,"Home",21700002,245,8,0,2,"11:51 PM","7:07",NA,"SUB: Harden FOR Capela",16.8833333333333,31.1166666666667,7,7,NA,NA,NA
"165","42 - 51","Home",21700002,246,1,3,2,"11:52 PM","6:56",NA,"Tucker 5' Hook Shot (4 PTS) (Harden 4 AST)",17.0666666666667,30.9333333333333,6,56,42,51,9
"166",NA,"Home",21700002,248,7,2,2,"11:52 PM","6:56","Durant Violation:Defensive Goaltending (T.Maddox)",NA,17.0666666666667,30.9333333333333,6,56,NA,NA,NA
"167",NA,"Home",21700002,249,2,63,2,"11:52 PM","6:43","MISS Durant 16' Fadeaway Jumper",NA,17.2833333333333,30.7166666666667,6,43,NA,NA,NA
"168",NA,"Home",21700002,250,4,0,2,"11:52 PM","6:36",NA,"Harden REBOUND (Off:0 Def:2)",17.4,30.6,6,36,NA,NA,NA
"169",NA,"Home",21700002,251,6,1,2,"11:52 PM","6:30","Curry P.FOUL (P3.T2) (R.Garretson)",NA,17.5,30.5,6,30,NA,NA,NA
"170",NA,"Home",21700002,254,8,0,2,"11:53 PM","6:30","SUB: Green FOR West",NA,17.5,30.5,6,30,NA,NA,NA
"171","45 - 51","Home",21700002,255,1,80,2,"11:53 PM","6:22",NA,"Harden 25' 3PT Step Back Jump Shot (14 PTS)",17.6333333333333,30.3666666666667,6,22,45,51,6
"172","45 - 54","Home",21700002,256,1,2,2,"11:53 PM","6:14","Durant 25' 3PT Running Jump Shot (5 PTS) (Curry 1 AST)",NA,17.7666666666667,30.2333333333333,6,14,45,54,9
"173","47 - 54","Home",21700002,258,1,86,2,"11:53 PM","5:52",NA,"Anderson 16' Turnaround Fadeaway (7 PTS)",18.1333333333333,29.8666666666667,5,52,47,54,7
"174","47 - 56","Home",21700002,259,1,78,2,"11:53 PM","5:45","Durant 7' Floating Jump Shot (7 PTS) (Green 6 AST)",NA,18.25,29.75,5,45,47,56,9
"175",NA,"Home",21700002,278,5,2,2,"11:54 PM","5:24","Curry STEAL (1 STL)","Harden Lost Ball Turnover (P3.T8)",18.6,29.4,5,24,NA,NA,NA
"176","47 - 58","Home",21700002,263,1,9,2,"11:54 PM","5:16","Green 2' Driving Dunk (4 PTS) (Thompson 1 AST)",NA,18.7333333333333,29.2666666666667,5,16,47,58,11
"177",NA,"Home",21700002,266,2,1,2,"11:54 PM","5:03",NA,"MISS Paul 26' 3PT Jump Shot",18.95,29.05,5,3,NA,NA,NA
"178",NA,"Home",21700002,267,4,0,2,"11:54 PM","4:59","Curry REBOUND (Off:0 Def:4)",NA,19.0166666666667,28.9833333333333,4,59,NA,NA,NA
"179",NA,"Home",21700002,268,6,14,2,"11:55 PM","4:59",NA,"Tucker FLAGRANT.FOUL.TYPE1 (P1.T4) (T.Maddox)",19.0166666666667,28.9833333333333,4,59,NA,NA,NA
"180","47 - 58","Home",21700002,270,18,1,2,"11:55 PM","4:59",NA,NA,19.0166666666667,28.9833333333333,4,59,47,58,11
"181",NA,"Home",21700002,290,8,0,2,"11:56 PM","4:59","SUB: Young FOR Curry",NA,19.0166666666667,28.9833333333333,4,59,NA,NA,NA
"182","47 - 59","Home",21700002,271,3,18,2,"11:56 PM","4:59","Durant Free Throw Flagrant 1 of 2 (8 PTS)",NA,19.0166666666667,28.9833333333333,4,59,47,59,12
"183","47 - 60","Home",21700002,272,3,19,2,"11:57 PM","4:59","Durant Free Throw Flagrant 2 of 2 (9 PTS)",NA,19.0166666666667,28.9833333333333,4,59,47,60,13
"184",NA,"Home",21700002,273,5,1,2,"11:57 PM","4:54","Durant Bad Pass Turnover (P3.T5)","Tucker STEAL (1 STL)",19.1,28.9,4,54,NA,NA,NA
"185",NA,"Home",21700002,275,2,1,2,"11:57 PM","4:47",NA,"MISS Anderson 24' 3PT Jump Shot",19.2166666666667,28.7833333333333,4,47,NA,NA,NA
"186",NA,"Home",21700002,276,4,0,2,"11:57 PM","4:42","Green REBOUND (Off:0 Def:3)",NA,19.3,28.7,4,42,NA,NA,NA
"187","47 - 63","Home",21700002,277,1,1,2,"11:57 PM","4:41","Young 28' 3PT Jump Shot (20 PTS) (Green 7 AST)",NA,19.3166666666667,28.6833333333333,4,41,47,63,16
"188",NA,"Home",21700002,281,2,5,2,"11:58 PM","4:19",NA,"MISS Ariza 3' Layup",19.6833333333333,28.3166666666667,4,19,NA,NA,NA
"189",NA,"Home",21700002,283,4,0,2,"11:58 PM","4:13",NA,"Tucker REBOUND (Off:1 Def:0)",19.7833333333333,28.2166666666667,4,13,NA,NA,NA
"190","49 - 63","Home",21700002,284,1,3,2,"11:58 PM","4:10",NA,"Tucker 3' Hook Shot (6 PTS)",19.8333333333333,28.1666666666667,4,10,49,63,14
"191",NA,"Home",21700002,285,2,1,2,"11:58 PM","4:03","MISS Durant 26' 3PT Jump Shot",NA,19.95,28.05,4,3,NA,NA,NA
"192",NA,"Home",21700002,286,4,0,2,"11:58 PM","4:02",NA,"Anderson REBOUND (Off:2 Def:2)",19.9666666666667,28.0333333333333,4,2,NA,NA,NA
"193",NA,"Home",21700002,287,6,1,2,"11:58 PM","4:02","Durant P.FOUL (P2.T3) (T.Maddox)",NA,19.9666666666667,28.0333333333333,4,2,NA,NA,NA
"194",NA,"Home",21700002,291,2,1,2,"11:59 PM","3:46",NA,"MISS Harden 27' 3PT Jump Shot",20.2333333333333,27.7666666666667,3,46,NA,NA,NA
"195",NA,"Home",21700002,292,4,0,2,"11:59 PM","3:43","Thompson REBOUND (Off:0 Def:3)",NA,20.2833333333333,27.7166666666667,3,43,NA,NA,NA
"196","49 - 66","Home",21700002,293,1,79,2,"11:59 PM","3:29","Green  3PT Pullup Jump Shot (7 PTS) (Durant 4 AST)",NA,20.5166666666667,27.4833333333333,3,29,49,66,17
"197","52 - 66","Home",21700002,295,1,1,2,"11:59 PM","3:20",NA,"Tucker 25' 3PT Jump Shot (9 PTS) (Paul 4 AST)",20.6666666666667,27.3333333333333,3,20,52,66,14
"198",NA,"Home",21700002,297,2,1,2,"11:59 PM","3:01","MISS Green 8' Jump Shot","Paul BLOCK (1 BLK)",20.9833333333333,27.0166666666667,3,1,NA,NA,NA
"199",NA,"Home",21700002,298,4,0,2,"11:59 PM","2:57",NA,"Ariza REBOUND (Off:0 Def:3)",21.05,26.95,2,57,NA,NA,NA
"200","54 - 66","Home",21700002,299,1,6,2,"11:59 PM","2:50",NA,"Harden 2' Driving Layup (16 PTS) (Ariza 2 AST)",21.1666666666667,26.8333333333333,2,50,54,66,12
"201",NA,"Home",21700002,301,9,1,2,"12:00 AM","2:40","WARRIORS Timeout: Regular (Full 3 Short 0)",NA,21.3333333333333,26.6666666666667,2,40,NA,NA,NA
"202",NA,"Home",21700002,303,2,79,2,"12:02 AM","2:34","MISS Durant 18' Pullup Jump Shot",NA,21.4333333333333,26.5666666666667,2,34,NA,NA,NA
"203",NA,"Home",21700002,304,4,0,2,"12:02 AM","2:27",NA,"Tucker REBOUND (Off:1 Def:1)",21.55,26.45,2,27,NA,NA,NA
"204",NA,"Home",21700002,305,6,2,2,"12:02 AM","2:26","Young S.FOUL (P2.T4) (T.Maddox)",NA,21.5666666666667,26.4333333333333,2,26,NA,NA,NA
"205","55 - 66","Home",21700002,307,3,11,2,"12:02 AM","2:26",NA,"Harden Free Throw 1 of 2 (17 PTS)",21.5666666666667,26.4333333333333,2,26,55,66,11
"206","56 - 66","Home",21700002,308,3,12,2,"12:03 AM","2:26",NA,"Harden Free Throw 2 of 2 (18 PTS)",21.5666666666667,26.4333333333333,2,26,56,66,10
"207",NA,"Home",21700002,309,5,4,2,"12:03 AM","2:24","Durant Traveling Turnover (P4.T6)",NA,21.6,26.4,2,24,NA,NA,NA
"208",NA,"Home",21700002,310,2,104,2,"12:03 AM","1:58",NA,"MISS Harden 13' Step Back Bank Jump Shot",22.0333333333333,25.9666666666667,1,58,NA,NA,NA
"209",NA,"Home",21700002,311,4,0,2,"12:03 AM","1:53","Thompson REBOUND (Off:0 Def:4)",NA,22.1166666666667,25.8833333333333,1,53,NA,NA,NA
"210",NA,"Home",21700002,312,6,1,2,"12:03 AM","1:53",NA,"Paul P.FOUL (P3.PN) (R.Garretson)",22.1166666666667,25.8833333333333,1,53,NA,NA,NA
"211","56 - 67","Home",21700002,314,3,11,2,"12:04 AM","1:53","Durant Free Throw 1 of 2 (10 PTS)",NA,22.1166666666667,25.8833333333333,1,53,56,67,11
"212",NA,"Home",21700002,317,8,0,2,"12:04 AM","1:53","SUB: Livingston FOR McCaw",NA,22.1166666666667,25.8833333333333,1,53,NA,NA,NA
"213",NA,"Home",21700002,318,8,0,2,"12:04 AM","1:53",NA,"SUB: Gordon FOR Paul",22.1166666666667,25.8833333333333,1,53,NA,NA,NA
"214",NA,"Home",21700002,319,3,12,2,"12:05 AM","1:53","MISS Durant Free Throw 2 of 2",NA,22.1166666666667,25.8833333333333,1,53,NA,NA,NA
"215",NA,"Home",21700002,320,4,0,2,"12:05 AM","1:49",NA,"Ariza REBOUND (Off:0 Def:4)",22.1833333333333,25.8166666666667,1,49,NA,NA,NA
"216",NA,"Home",21700002,321,2,1,2,"12:05 AM","1:38",NA,"MISS Gordon 25' 3PT Jump Shot",22.3666666666667,25.6333333333333,1,38,NA,NA,NA
"217",NA,"Home",21700002,322,4,0,2,"12:05 AM","1:37",NA,"Rockets Rebound",22.3833333333333,25.6166666666667,1,37,NA,NA,NA
"218",NA,"Home",21700002,323,6,3,2,"12:05 AM","1:37","Durant L.B.FOUL (P3.PN) (S.Foster)",NA,22.3833333333333,25.6166666666667,1,37,NA,NA,NA
"219",NA,"Home",21700002,325,3,11,2,"12:05 AM","1:37",NA,"MISS Tucker Free Throw 1 of 2",22.3833333333333,25.6166666666667,1,37,NA,NA,NA
"220",NA,"Home",21700002,326,4,1,2,"12:05 AM","1:37",NA,"Rockets Rebound",22.3833333333333,25.6166666666667,1,37,NA,NA,NA
"221",NA,"Home",21700002,332,7,1,2,"12:05 AM","1:37",NA,NA,22.3833333333333,25.6166666666667,1,37,NA,NA,NA
"222",NA,"Home",21700002,328,8,0,2,"12:05 AM","1:37","SUB: Casspi FOR Durant",NA,22.3833333333333,25.6166666666667,1,37,NA,NA,NA
"223",NA,"Home",21700002,329,3,12,2,"12:06 AM","1:37",NA,"MISS Tucker Free Throw 2 of 2",22.3833333333333,25.6166666666667,1,37,NA,NA,NA
"224",NA,"Home",21700002,330,4,0,2,"12:06 AM","1:34","Green REBOUND (Off:0 Def:4)",NA,22.4333333333333,25.5666666666667,1,34,NA,NA,NA
"225",NA,"Home",21700002,331,5,4,2,"12:06 AM","1:22","Livingston Traveling Turnover (P1.T7)",NA,22.6333333333333,25.3666666666667,1,22,NA,NA,NA
"226","59 - 67","Home",21700002,333,1,79,2,"12:07 AM","1:08",NA,"Tucker 25' 3PT Pullup Jump Shot (12 PTS) (Harden 5 AST)",22.8666666666667,25.1333333333333,1,8,59,67,8
"227",NA,"Home",21700002,335,6,2,2,"12:07 AM","0:53",NA,"Tucker S.FOUL (P2.PN) (T.Maddox)",23.1166666666667,24.8833333333333,0,53,NA,NA,NA
"228","59 - 68","Home",21700002,337,3,11,2,"12:08 AM","0:53","Livingston Free Throw 1 of 2 (3 PTS)",NA,23.1166666666667,24.8833333333333,0,53,59,68,9
"229","59 - 69","Home",21700002,338,3,12,2,"12:08 AM","0:53","Livingston Free Throw 2 of 2 (4 PTS)",NA,23.1166666666667,24.8833333333333,0,53,59,69,10
"230",NA,"Home",21700002,339,2,1,2,"12:08 AM","0:43",NA,"MISS Harden 25' 3PT Jump Shot",23.2833333333333,24.7166666666667,0,43,NA,NA,NA
"231",NA,"Home",21700002,340,4,0,2,"12:08 AM","0:40","Casspi REBOUND (Off:0 Def:1)",NA,23.3333333333333,24.6666666666667,0,40,NA,NA,NA
"232","59 - 71","Home",21700002,341,1,50,2,"12:08 AM","0:38","Livingston 2' Running Dunk (6 PTS) (Green 8 AST)",NA,23.3666666666667,24.6333333333333,0,38,59,71,12
"233","62 - 71","Home",21700002,343,1,1,2,"12:09 AM","0:27",NA,"Tucker 26' 3PT Jump Shot (15 PTS) (Harden 6 AST)",23.55,24.45,0,27,62,71,9
"234",NA,"Home",21700002,345,2,1,2,"12:09 AM","0:11","MISS Livingston 12' Jump Shot",NA,23.8166666666667,24.1833333333333,0,11,NA,NA,NA
"235",NA,"Home",21700002,346,4,0,2,"12:09 AM","0:08",NA,"Anderson REBOUND (Off:2 Def:3)",23.8666666666667,24.1333333333333,0,8,NA,NA,NA
"236",NA,"Home",21700002,347,2,1,2,"12:09 AM","0:00",NA,"MISS Tucker  3PT Jump Shot",24,24,0,0,NA,NA,NA
"237",NA,"Home",21700002,348,4,0,2,"12:09 AM","0:00",NA,"Rockets Rebound",24,24,0,0,NA,NA,NA
"238","62 - 71","Home",21700002,349,13,0,2,"12:09 AM","0:00",NA,NA,24,24,0,0,62,71,9
"239","62 - 71","Home",21700002,360,12,0,3,"12:26 AM","12:00",NA,NA,24,24,12,0,62,71,9
"240",NA,"Home",21700002,361,5,1,3,"12:26 AM","11:36","Durant Bad Pass Turnover (P5.T8)","Capela STEAL (1 STL)",24.4,23.6,11,36,NA,NA,NA
"241",NA,"Home",21700002,363,2,5,3,"12:26 AM","11:30","Pachulia BLOCK (1 BLK)","MISS Capela 2' Layup",24.5,23.5,11,30,NA,NA,NA
"242",NA,"Home",21700002,365,4,0,3,"12:26 AM","11:21","Green REBOUND (Off:0 Def:5)",NA,24.65,23.35,11,21,NA,NA,NA
"243",NA,"Home",21700002,366,6,1,3,"12:26 AM","11:20",NA,"Paul P.FOUL (P4.T1) (R.Garretson)",24.6666666666667,23.3333333333333,11,20,NA,NA,NA
"244",NA,"Home",21700002,368,6,11,3,"12:27 AM","11:20",NA,"Paul T.FOUL (P4.T1) (R.Garretson)",24.6666666666667,23.3333333333333,11,20,NA,NA,NA
"245","62 - 72","Home",21700002,369,3,16,3,"12:27 AM","11:20","Curry Free Throw Technical (6 PTS)",NA,24.6666666666667,23.3333333333333,11,20,62,72,10
"246","62 - 74","Home",21700002,370,1,73,3,"12:27 AM","11:13","Curry 2' Driving Reverse Layup (8 PTS)",NA,24.7833333333333,23.2166666666667,11,13,62,74,12
"247",NA,"Home",21700002,371,2,1,3,"12:28 AM","11:04",NA,"MISS Ariza 25' 3PT Jump Shot",24.9333333333333,23.0666666666667,11,4,NA,NA,NA
"248",NA,"Home",21700002,372,4,0,3,"12:28 AM","11:01","Pachulia REBOUND (Off:0 Def:2)",NA,24.9833333333333,23.0166666666667,11,1,NA,NA,NA
"249","62 - 77","Home",21700002,373,1,79,3,"12:28 AM","10:57","Curry 25' 3PT Pullup Jump Shot (11 PTS) (Green 9 AST)",NA,25.05,22.95,10,57,62,77,15
"250",NA,"Home",21700002,375,2,9,3,"12:28 AM","10:35",NA,"MISS Capela 1' Driving Dunk",25.4166666666667,22.5833333333333,10,35,NA,NA,NA
"251",NA,"Home",21700002,376,4,0,3,"12:28 AM","10:30",NA,"Harden REBOUND (Off:1 Def:2)",25.5,22.5,10,30,NA,NA,NA
"252","64 - 77","Home",21700002,377,1,52,3,"12:28 AM","10:24",NA,"Capela 1' Alley Oop Dunk (4 PTS) (Harden 7 AST)",25.6,22.4,10,24,64,77,13
"253",NA,"Home",21700002,379,2,1,3,"12:29 AM","10:06","MISS Curry 27' 3PT Jump Shot",NA,25.9,22.1,10,6,NA,NA,NA
"254",NA,"Home",21700002,380,4,0,3,"12:29 AM","10:01",NA,"Harden REBOUND (Off:1 Def:3)",25.9833333333333,22.0166666666667,10,1,NA,NA,NA
"255",NA,"Home",21700002,381,6,1,3,"12:29 AM","9:51","Curry P.FOUL (P4.T1) (S.Foster)",NA,26.15,21.85,9,51,NA,NA,NA
"256",NA,"Home",21700002,383,2,1,3,"12:29 AM","9:41",NA,"MISS Anderson 25' 3PT Jump Shot",26.3166666666667,21.6833333333333,9,41,NA,NA,NA
"257",NA,"Home",21700002,384,4,0,3,"12:30 AM","9:37","Pachulia REBOUND (Off:0 Def:3)",NA,26.3833333333333,21.6166666666667,9,37,NA,NA,NA
"258","64 - 80","Home",21700002,385,1,1,3,"12:30 AM","9:35","Durant 26' 3PT Jump Shot (13 PTS) (Green 10 AST)",NA,26.4166666666667,21.5833333333333,9,35,64,80,16
"259","66 - 80","Home",21700002,387,1,3,3,"12:30 AM","9:23",NA,"Capela 5' Hook Shot (6 PTS) (Ariza 3 AST)",26.6166666666667,21.3833333333333,9,23,66,80,14
"260","66 - 82","Home",21700002,389,1,1,3,"12:30 AM","9:11","Thompson 21' Jump Shot (13 PTS)",NA,26.8166666666667,21.1833333333333,9,11,66,82,16
"261","69 - 82","Home",21700002,390,1,1,3,"12:30 AM","8:57",NA,"Anderson 26' 3PT Jump Shot (10 PTS) (Paul 5 AST)",27.05,20.95,8,57,69,82,13
"262",NA,"Home",21700002,392,2,5,3,"12:30 AM","8:45","MISS Thompson 1' Layup",NA,27.25,20.75,8,45,NA,NA,NA
"263",NA,"Home",21700002,393,4,0,3,"12:30 AM","8:41",NA,"Harden REBOUND (Off:1 Def:4)",27.3166666666667,20.6833333333333,8,41,NA,NA,NA
"264","72 - 82","Home",21700002,394,1,1,3,"12:31 AM","8:39",NA,"Anderson 26' 3PT Jump Shot (13 PTS) (Harden 8 AST)",27.35,20.65,8,39,72,82,10
"265",NA,"Home",21700002,396,9,1,3,"12:31 AM","8:39","WARRIORS Timeout: Regular (Full 4 Short 0)",NA,27.35,20.65,8,39,NA,NA,NA
"266","82 - 97","Home",21700002,472,18,0,3,"12:46 AM","8:39",NA,NA,27.35,20.65,8,39,82,97,15
"267",NA,"Home",21700002,397,2,1,3,"12:35 AM","8:25","MISS Thompson  3PT Jump Shot",NA,27.5833333333333,20.4166666666667,8,25,NA,NA,NA
"268",NA,"Home",21700002,398,4,0,3,"12:35 AM","8:21",NA,"Anderson REBOUND (Off:2 Def:4)",27.65,20.35,8,21,NA,NA,NA
"269","75 - 82","Home",21700002,399,1,1,3,"12:35 AM","8:09",NA,"Harden 27' 3PT Jump Shot (21 PTS) (Ariza 4 AST)",27.85,20.15,8,9,75,82,7
"270","75 - 84","Home",21700002,401,1,5,3,"12:35 AM","7:49","Pachulia 2' Layup (6 PTS) (Curry 2 AST)",NA,28.1833333333333,19.8166666666667,7,49,75,84,9
"271",NA,"Home",21700002,403,7,5,3,"12:35 AM","7:43","Durant Violation:Kicked Ball (T.Maddox)",NA,28.2833333333333,19.7166666666667,7,43,NA,NA,NA
"272",NA,"Home",21700002,405,8,0,3,"12:36 AM","7:35","SUB: Bell FOR Pachulia",NA,28.4166666666667,19.5833333333333,7,35,NA,NA,NA
"273",NA,"Home",21700002,406,2,80,3,"12:36 AM","7:24",NA,"MISS Harden 26' 3PT Step Back Jump Shot",28.6,19.4,7,24,NA,NA,NA
"274",NA,"Home",21700002,407,4,0,3,"12:36 AM","7:19","Thompson REBOUND (Off:0 Def:5)",NA,28.6833333333333,19.3166666666667,7,19,NA,NA,NA
"275","75 - 86","Home",21700002,408,1,1,3,"12:36 AM","7:15","Curry 13' Jump Shot (13 PTS) (Thompson 2 AST)",NA,28.75,19.25,7,15,75,86,11
"276",NA,"Home",21700002,410,2,5,3,"12:36 AM","7:00","Durant BLOCK (2 BLK)","MISS Capela 2' Layup",29,19,7,0,NA,NA,NA
"277",NA,"Home",21700002,412,4,0,3,"12:37 AM","7:00",NA,"Rockets Rebound",29,19,7,0,NA,NA,NA
"278",NA,"Home",21700002,414,8,0,3,"12:37 AM","7:00",NA,"SUB: Gordon FOR Paul",29,19,7,0,NA,NA,NA
"279",NA,"Home",21700002,415,2,1,3,"12:37 AM","6:50",NA,"MISS Anderson  3PT Jump Shot",29.1666666666667,18.8333333333333,6,50,NA,NA,NA
"280",NA,"Home",21700002,416,4,0,3,"12:37 AM","6:46","Bell REBOUND (Off:0 Def:1)",NA,29.2333333333333,18.7666666666667,6,46,NA,NA,NA
"281","75 - 88","Home",21700002,417,1,99,3,"12:37 AM","6:35","Bell 2' Cutting Finger Roll Layup Shot (4 PTS) (Durant 5 AST)",NA,29.4166666666667,18.5833333333333,6,35,75,88,13
"282",NA,"Home",21700002,420,6,1,3,"12:37 AM","6:33","Bell P.FOUL (P2.T2) (T.Maddox)",NA,29.45,18.55,6,33,NA,NA,NA
"283",NA,"Home",21700002,425,8,0,3,"12:37 AM","6:33","SUB: McCaw FOR Curry",NA,29.45,18.55,6,33,NA,NA,NA
"284",NA,"Home",21700002,426,8,0,3,"12:37 AM","6:33",NA,"SUB: Tucker FOR Ariza",29.45,18.55,6,33,NA,NA,NA
"285",NA,"Home",21700002,427,8,0,3,"12:37 AM","6:33",NA,"SUB: Mbah a Moute FOR Capela",29.45,18.55,6,33,NA,NA,NA
"286","77 - 88","Home",21700002,428,1,6,3,"12:38 AM","6:18",NA,"Harden 2' Driving Layup (23 PTS)",29.7,18.3,6,18,77,88,11
"287",NA,"Home",21700002,429,5,2,3,"12:38 AM","6:06","Durant Lost Ball Turnover (P6.T9)","Anderson STEAL (1 STL)",29.9,18.1,6,6,NA,NA,NA
"288",NA,"Home",21700002,431,5,4,3,"12:38 AM","6:05",NA,"Tucker Traveling Turnover (P1.T9)",29.9166666666667,18.0833333333333,6,5,NA,NA,NA
"289",NA,"Home",21700002,432,5,1,3,"12:39 AM","6:03","Green Bad Pass Turnover (P2.T10)","Harden STEAL (1 STL)",29.95,18.05,6,3,NA,NA,NA
"290",NA,"Home",21700002,434,5,1,3,"12:39 AM","5:52","McCaw STEAL (1 STL)","Mbah a Moute Bad Pass Turnover (P1.T10)",30.1333333333333,17.8666666666667,5,52,NA,NA,NA
"291",NA,"Home",21700002,436,2,5,3,"12:39 AM","5:41","MISS Bell 1' Layup","Anderson BLOCK (1 BLK)",30.3166666666667,17.6833333333333,5,41,NA,NA,NA
"292",NA,"Home",21700002,438,4,0,3,"12:39 AM","5:35",NA,"Harden REBOUND (Off:1 Def:5)",30.4166666666667,17.5833333333333,5,35,NA,NA,NA
"293",NA,"Home",21700002,439,6,1,3,"12:39 AM","5:31","Green P.FOUL (P3.T3) (S.Foster)",NA,30.4833333333333,17.5166666666667,5,31,NA,NA,NA
"294",NA,"Home",21700002,441,2,1,3,"12:40 AM","5:17","Durant BLOCK (3 BLK)","MISS Anderson 29' 3PT Jump Shot",30.7166666666667,17.2833333333333,5,17,NA,NA,NA
"295",NA,"Home",21700002,443,4,0,3,"12:40 AM","5:14","Green REBOUND (Off:0 Def:6)",NA,30.7666666666667,17.2333333333333,5,14,NA,NA,NA
"296","77 - 90","Home",21700002,444,1,102,3,"12:40 AM","5:14","Durant 10' Driving Floating Bank Jump Shot (15 PTS) (Green 11 AST)",NA,30.7666666666667,17.2333333333333,5,14,77,90,13
"297",NA,"Home",21700002,446,6,2,3,"12:40 AM","5:14",NA,"Anderson S.FOUL (P2.T2) (T.Maddox)",30.7666666666667,17.2333333333333,5,14,NA,NA,NA
"298","77 - 91","Home",21700002,448,3,10,3,"12:41 AM","5:14","Durant Free Throw 1 of 1 (16 PTS)",NA,30.7666666666667,17.2333333333333,5,14,77,91,14
"299",NA,"Home",21700002,449,6,2,3,"12:41 AM","5:00","Bell S.FOUL (P3.T4) (T.Maddox)",NA,31,17,5,0,NA,NA,NA
"300","78 - 91","Home",21700002,451,3,11,3,"12:41 AM","5:00",NA,"Gordon Free Throw 1 of 2 (12 PTS)",31,17,5,0,78,91,13
"301",NA,"Home",21700002,453,8,0,3,"12:41 AM","5:00",NA,"SUB: Ariza FOR Anderson",31,17,5,0,NA,NA,NA
"302","79 - 91","Home",21700002,454,3,12,3,"12:42 AM","5:00",NA,"Gordon Free Throw 2 of 2 (13 PTS)",31,17,5,0,79,91,12
"303",NA,"Home",21700002,455,2,1,3,"12:42 AM","4:36","MISS Durant 25' 3PT Jump Shot",NA,31.4,16.6,4,36,NA,NA,NA
"304",NA,"Home",21700002,456,4,0,3,"12:42 AM","4:31","McCaw REBOUND (Off:1 Def:1)",NA,31.4833333333333,16.5166666666667,4,31,NA,NA,NA
"305","79 - 93","Home",21700002,458,1,79,3,"12:43 AM","4:17","Durant 12' Pullup Jump Shot (18 PTS) (Green 12 AST)",NA,31.7166666666667,16.2833333333333,4,17,79,93,14
"306",NA,"Home",21700002,460,5,40,3,"12:43 AM","4:07",NA,"Mbah a Moute Out of Bounds Lost Ball Turnover (P2.T11)",31.8833333333333,16.1166666666667,4,7,NA,NA,NA
"307",NA,"Home",21700002,461,2,1,3,"12:43 AM","3:49","MISS Thompson 21' Jump Shot",NA,32.1833333333333,15.8166666666667,3,49,NA,NA,NA
"308",NA,"Home",21700002,462,4,0,3,"12:43 AM","3:38","Durant REBOUND (Off:1 Def:3)",NA,32.3666666666667,15.6333333333333,3,38,NA,NA,NA
"309","79 - 95","Home",21700002,463,1,72,3,"12:43 AM","3:38","Durant 1' Putback Layup (20 PTS)",NA,32.3666666666667,15.6333333333333,3,38,79,95,16
"310","82 - 95","Home",21700002,464,1,1,3,"12:44 AM","3:24",NA,"Mbah a Moute  3PT Jump Shot (5 PTS) (Gordon 1 AST)",32.6,15.4,3,24,82,95,13
"311","82 - 97","Home",21700002,466,1,108,3,"12:44 AM","3:15","Bell 1' Cutting Dunk Shot (6 PTS) (Durant 6 AST)",NA,32.75,15.25,3,15,82,97,15
"312",NA,"Home",21700002,468,2,1,3,"12:44 AM","2:57",NA,"MISS Gordon 26' 3PT Jump Shot",33.05,14.95,2,57,NA,NA,NA
"313",NA,"Home",21700002,469,4,0,3,"12:44 AM","2:53","Green REBOUND (Off:0 Def:7)",NA,33.1166666666667,14.8833333333333,2,53,NA,NA,NA
"314",NA,"Home",21700002,470,5,45,3,"12:44 AM","2:48","Durant Out of Bounds - Bad Pass Turnover Turnover (P7.T11)",NA,33.2,14.8,2,48,NA,NA,NA
"315",NA,"Home",21700002,471,9,1,3,"12:44 AM","2:48",NA,"Rockets Timeout: Regular (Reg.3 Short 0)",33.2,14.8,2,48,NA,NA,NA
"316",NA,"Home",21700002,475,8,0,3,"12:47 AM","2:48","SUB: Young FOR Durant",NA,33.2,14.8,2,48,NA,NA,NA
"317",NA,"Home",21700002,476,8,0,3,"12:47 AM","2:48",NA,"SUB: Paul FOR Harden",33.2,14.8,2,48,NA,NA,NA
"318",NA,"Home",21700002,477,2,1,3,"12:48 AM","2:32",NA,"MISS Paul 5' Jump Shot",33.4666666666667,14.5333333333333,2,32,NA,NA,NA
"319",NA,"Home",21700002,478,4,0,3,"12:48 AM","2:24",NA,"Mbah a Moute REBOUND (Off:1 Def:0)",33.6,14.4,2,24,NA,NA,NA
"320","84 - 97","Home",21700002,479,1,72,3,"12:48 AM","2:24",NA,"Mbah a Moute 1' Putback Layup (7 PTS)",33.6,14.4,2,24,84,97,13
"321",NA,"Home",21700002,480,5,45,3,"12:48 AM","2:15","Thompson Out of Bounds - Bad Pass Turnover Turnover (P1.T12)",NA,33.75,14.25,2,15,NA,NA,NA
"322",NA,"Home",21700002,481,2,3,3,"12:49 AM","1:55",NA,"MISS Tucker 8' Hook Shot",34.0833333333333,13.9166666666667,1,55,NA,NA,NA
