unique_identifier,l0,l1,l2,l3,l4,level,segment,fte,contractor,fte_cost_avg,lcm,aut_min_Y1,aut_min_Y2,aut_min_Y3,aut_mid_Y1,aut_mid_Y2,aut_mid_Y3,aut_max_Y1,aut_max_Y2,aut_max_Y3,aut_min_Y1_q,aut_min_Y2_q,aut_min_Y3_q,aut_mid_Y1_q,aut_mid_Y2_q,aut_mid_Y3_q,aut_max_Y1_q,aut_max_Y2_q,aut_max_Y3_q,pro_min_Y0,pro_min_Y1,pro_min_Y2,pro_min_Y3,pro_mid_Y0,pro_mid_Y1,pro_mid_Y2,pro_mid_Y3,pro_max_Y0,pro_max_Y1,pro_max_Y2,pro_max_Y3,baseline_bottom,baseline_top,baselinepos_min,baselinepos_mid,baselinepos_max,dd_min_Y0,dd_min_Y1,dd_min_Y2,dd_min_Y3,dd_mid_Y0,dd_mid_Y1,dd_mid_Y2,dd_mid_Y3,dd_max_Y0,dd_max_Y1,dd_max_Y2,dd_max_Y3,out_considered_min,out_considered_mid,out_considered_max,out_yesno,out_year_min,out_year_mid,out_year_max,out_quarter_min,out_quarter_mid,out_quarter_max,hire_min_Y1,hire_mid_Y1,hire_max_Y1,hire_min_Y2,hire_mid_Y2,hire_max_Y2,hire_min_Y3,hire_mid_Y3,hire_max_Y3,exit_min_Y1,exit_mid_Y1,exit_max_Y1,exit_min_Y2,exit_mid_Y2,exit_max_Y2,exit_min_Y3,exit_mid_Y3,exit_max_Y3,driver_group,driver,year,min,mid,max
690,Technology and Operations,Operations,Customer Service Design & Delivery,Customer Excellence,,3,Support,6,91,"18,072",0.69,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,59,68,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,conrev,,,,,
691,Technology and Operations,Operations,Customer Service Design & Delivery,Enterprise Service Design & Delivery,,3,,1,0,"48,272",,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,entrev,,,,,
692,Technology and Operations,Operations,Customer Service Design & Delivery,Enterprise Service Design & Delivery,Order Control Section,4,Support,5,0,"25,571",0.19,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,4,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,entrev,,,,,
693,Technology and Operations,Operations,Customer Service Design & Delivery,Enterprise Service Design & Delivery,Service Management,4,Core,8,0,"21,620",0.22,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,6,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,stcsub,,,,,
694,Technology and Operations,Operations,Customer Service Design & Delivery,Enterprise Service Design & Delivery,Service Provisioning,4,Support,5,0,"21,156",0.17,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,4,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,stcsub,,,,,
695,Technology and Operations,Operations,Customer Service Design & Delivery,Enterprise Service Design & Delivery,Services Design Section,4,Specialist,12,0,"19,057",0.24,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,9,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,conrev,,,,,
696,Technology and Operations,Operations,Customer Service Design & Delivery,Operations Planning,,3,Support,1,11,"12,871",,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,9,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,conrev,,,,,
697,Technology and Operations,Operations,Customer Service Design & Delivery,Operations Project Management,,3,,1,0,"49,870",,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,whorev,,,,,
698,Technology and Operations,Operations,Customer Service Design & Delivery,Operations Project Management,Equipment Management & Logistics,4,Support,5,0,"27,106",0.09,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,4,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,headcount,,,,,
699,Technology and Operations,Operations,Customer Service Design & Delivery,Operations Project Management,FO Projects Management,4,Specialist,6,0,"26,462",0.18,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,5,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,whorev,,,,,
700,Technology and Operations,Operations,Customer Service Design & Delivery,Operations Project Management,ICT,4,Specialist,5,0,"23,572",0.21,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,4,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,headcount,,,,,
701,Technology and Operations,Operations,Customer Service Design & Delivery,Operations Project Management,Performance Monitoring,4,Support,5,0,"29,269",0.67,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,4,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,conrev,,,,,
702,Technology and Operations,Operations,Customer Service Design & Delivery,Operations Project Management,Product Technical Operations,4,Support,7,0,"24,806",0.35,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,5,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,whorev,,,,,
703,Technology and Operations,Operations,Customer Service Design & Delivery,Project Management,,3,Support,1,16,"23,377",,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,11,12,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,whorev,,,,,
704,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery Central-East,,3,,1,0,"55,409",,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,stcsub,,,,,
705,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery Central-East,Al Ahsa Field Operations Management and Repairs Section,4,Core,14,0,"15,977",0.32,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,9,10,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,headcount,,,,,
706,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery Central-East,Al Jubail Field Operations Management and Repairs Section,4,Core,14,0,"15,043",0.13,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,9,10,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,stcsub,,,,,
707,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery Central-East,Al Qasim Field Operations Management and Repairs Section,4,Core,20,0,"17,844",0.16,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,12,14,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,headcount,,,,,
708,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery Central-East,Control & Inspection,4,Specialist,9,0,"17,195",0.18,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,7,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,headcount,,,,,
709,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery Central-East,Dammam Field Operations Management and Repairs Section,4,Core,21,0,"18,459",0.15,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,13,15,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,stcsub,,,,,
710,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery Central-East,Hail Field Operations Management and Repairs Section,4,Core,9,0,"20,830",0.41,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,7,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,whorev,,,,,
711,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery Central-East,Jouf Field Operation Management and Repairs Section,4,Core,6,0,"21,554",0.48,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,5,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,entrev,,,,,
712,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery Central-East,Northern Border Field Operations Management and Repairs Section,4,Core,6,0,"19,764",0.61,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,5,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,whorev,,,,,
713,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery Central-East,Riyadh Field Operations Management and Repairs Section,4,Core,77,0,"17,191",0.46,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,47,54,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,headcount,,,,,
714,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery Central-East,Riyadh Province Field Operations Management and Repairs Section,4,Core,8,0,"20,558",0.12,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,6,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,stcsub,,,,,
715,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery South-West,,3,,1,0,"53,733",,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,stcsub,,,,,
716,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery South-West,Assir Field Operations Management and Repairs Section,4,Core,21,0,"16,039",0.16,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,13,15,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,entrev,,,,,
717,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery South-West,Baha Field Operations Management and Repairs Section,4,Core,6,0,"21,048",0.16,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,5,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,whorev,,,,,
718,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery South-West,Control & Inspection,4,Core,17,0,"16,927",0.32,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,11,12,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,conrev,,,,,
719,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery South-West,Jeddah Field Operations Management and Repairst Section,4,Core,54,0,"16,667",0.52,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,33,38,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,conrev,,,,,
720,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery South-West,Jizan Field Operations Management and Repairs Section,4,Core,5,0,"18,577",0.16,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,4,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,entrev,,,,,
721,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery South-West,Madinah Field Operations Management and Repairs Section,4,Core,29,0,"18,481",0.22,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,18,21,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,whorev,,,,,
722,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery South-West,Makkah Field Operations Management and Repairs Section,4,Core,18,0,"19,013",0.52,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,11,13,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,whorev,,,,,
723,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery South-West,Najran Field Operations Management and Repairs Section,4,Core,10,0,"19,464",0.16,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,7,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,headcount,,,,,
724,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery South-West,Tabuk Field Operations Management and Repairs Section,4,Core,9,0,"20,542",0.76,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,7,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,whorev,,,,,
725,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery South-West,Taif Field Operations Management and Repairs Section,4,Core,11,0,"21,326",0.16,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,7,8,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,entrev,,,,,
726,Technology and Operations,Operations,Customer Service Design & Delivery,Service Delivery South-West,Yanbu Field Operations Management and Repairs Section,4,Core,5,0,"20,066",0.16,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,4,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,Y,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,whorev,,,,,
727,Technology and Operations,Operations,Customer Service Design & Delivery,Service Engineering & Order Management,,3,Specialist,1,45,"43,666",,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,28,33,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,stcsub,,,,,
728,Technology and Operations,Operations,Customer Service Design & Delivery,Western and Southern Region Field Operations,,3,Core,15,74,"17,671",0.45,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,54,63,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,conrev,,,,,
729,Technology and Operations,Operations,Customer Service Operations,,,2,,1,0,,,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,entrev,,,,,
737,Technology and Operations,Operations,Customer Service Operations,Central & Eastern Region Operations Management,,3,Core,8,0,"23,107",0.11,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,6,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,conrev,,,,,
738,Technology and Operations,Operations,Customer Service Operations,Customer Excellence,,3,Support,1,0,"12,737",,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,headcount,,,,,
739,Technology and Operations,Operations,Customer Service Operations,Customer Operations Central-East,,3,,1,0,"53,472",,0.99,0.98,0.98,0.98,0.96,0.95,0.97,0.94,0.91,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.97,0.99,1,1,0.97,0.99,1,1,0.97,0.99,1,0,0,0,N,,,,,,,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02,0.93,0.93,0.93,0.86,0.86,0.86,0.8,0.8,0.8,stcsub,,,,,
